"135032","Kathrin Zimmermann","F",21,173,65,"East Germany","GDR","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 200 metres Backstroke","Silver"
"135033","Lisa Zimmermann","F",17,165,61,"Germany","GER","2014 Winter",2014,"Winter","Sochi","Freestyle Skiing","Freestyle Skiing Women's Slopestyle",NA
"135034","Markus Zimmermann","M",27,191,105,"Germany-1","GER","1992 Winter",1992,"Winter","Albertville","Bobsleigh","Bobsleigh Men's Two","Silver"
"135034","Markus Zimmermann","M",29,191,105,"Germany-1","GER","1994 Winter",1994,"Winter","Lillehammer","Bobsleigh","Bobsleigh Men's Two",NA
"135034","Markus Zimmermann","M",33,191,105,"Germany-1","GER","1998 Winter",1998,"Winter","Nagano","Bobsleigh","Bobsleigh Men's Two","Bronze"
"135034","Markus Zimmermann","M",33,191,105,"Germany-2","GER","1998 Winter",1998,"Winter","Nagano","Bobsleigh","Bobsleigh Men's Four","Gold"
"135034","Markus Zimmermann","M",37,191,105,"Germany-1","GER","2002 Winter",2002,"Winter","Salt Lake City","Bobsleigh","Bobsleigh Men's Two","Gold"
"135034","Markus Zimmermann","M",37,191,105,"Germany-1","GER","2002 Winter",2002,"Winter","Salt Lake City","Bobsleigh","Bobsleigh Men's Four",NA
"135035","Michael Zimmermann","M",29,174,64,"West Germany","FRG","1988 Summer",1988,"Summer","Seoul","Modern Pentathlon","Modern Pentathlon Men's Individual",NA
"135035","Michael Zimmermann","M",29,174,64,"West Germany","FRG","1988 Summer",1988,"Summer","Seoul","Modern Pentathlon","Modern Pentathlon Men's Team",NA
"135036","Michel Zimmermann","M",24,187,70,"Belgium","BEL","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Men's 400 metres Hurdles",NA
"135037","Moacir Zimmermann","M",32,184,70,"Brazil","BRA","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's 20 kilometres Walk",NA
"135038","Nicole Zimmermann","F",24,188,75,"Germany","GER","2004 Summer",2004,"Summer","Athina","Rowing","Rowing Women's Coxed Eights",NA
"135038","Nicole Zimmermann","F",28,188,75,"Germany","GER","2008 Summer",2008,"Summer","Beijing","Rowing","Rowing Women's Coxed Eights",NA
"135039","Rainer Zimmermann","M",30,176,75,"East Germany","GDR","1972 Summer",1972,"Summer","Munich","Handball","Handball Men's Handball",NA
"135040","Robert Zimmermann","M",29,185,86,"Switzerland-1","SUI","1964 Winter",1964,"Winter","Innsbruck","Bobsleigh","Bobsleigh Men's Two",NA
"135040","Robert Zimmermann","M",29,185,86,"Switzerland-1","SUI","1964 Winter",1964,"Winter","Innsbruck","Bobsleigh","Bobsleigh Men's Four",NA
"135040","Robert Zimmermann","M",33,185,86,"Switzerland-2","SUI","1968 Winter",1968,"Winter","Grenoble","Bobsleigh","Bobsleigh Men's Four",NA
"135041","Werner Zimmermann","M",21,NA,NA,"Switzerland","SUI","1936 Summer",1936,"Summer","Berlin","Canoeing","Canoeing Men's Kayak Doubles, 10,000 metres",NA
"135041","Werner Zimmermann","M",33,NA,NA,"Switzerland","SUI","1948 Summer",1948,"Summer","London","Canoeing","Canoeing Men's Kayak Doubles, 10,000 metres",NA
"135042","Kazimierz Franciszek Zimny","M",21,172,60,"Poland","POL","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Men's 5,000 metres",NA
"135042","Kazimierz Franciszek Zimny","M",25,172,60,"Poland","POL","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Men's 5,000 metres","Bronze"
"135042","Kazimierz Franciszek Zimny","M",25,172,60,"Poland","POL","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Men's 10,000 metres",NA
"135043","Nenad Zimonji","M",24,190,92,"Serbia and Montenegro","SCG","2000 Summer",2000,"Summer","Sydney","Tennis","Tennis Men's Doubles",NA
"135043","Nenad Zimonji","M",32,190,92,"Serbia","SRB","2008 Summer",2008,"Summer","Beijing","Tennis","Tennis Men's Doubles",NA
"135043","Nenad Zimonji","M",36,190,92,"Serbia","SRB","2012 Summer",2012,"Summer","London","Tennis","Tennis Mixed Doubles",NA
"135043","Nenad Zimonji","M",36,190,92,"Serbia-1","SRB","2012 Summer",2012,"Summer","London","Tennis","Tennis Men's Doubles",NA
"135043","Nenad Zimonji","M",40,190,92,"Serbia","SRB","2016 Summer",2016,"Summer","Rio de Janeiro","Tennis","Tennis Men's Doubles",NA
"135044","Predrag Zimonji","M",25,190,90,"Serbia and Montenegro","SCG","1996 Summer",1996,"Summer","Atlanta","Water Polo","Water Polo Men's Water Polo",NA
"135044","Predrag Zimonji","M",29,190,90,"Serbia and Montenegro","SCG","2000 Summer",2000,"Summer","Sydney","Water Polo","Water Polo Men's Water Polo","Bronze"
"135045","Rbert Zimonyi","M",30,170,52,"Hungary","HUN","1948 Summer",1948,"Summer","London","Rowing","Rowing Men's Coxed Pairs","Bronze"
"135045","Rbert Zimonyi","M",30,170,52,"Hungary","HUN","1948 Summer",1948,"Summer","London","Rowing","Rowing Men's Coxed Fours",NA
"135045","Rbert Zimonyi","M",34,170,52,"Hungary","HUN","1952 Summer",1952,"Summer","Helsinki","Rowing","Rowing Men's Coxed Pairs",NA
"135045","Rbert Zimonyi","M",34,170,52,"Hungary","HUN","1952 Summer",1952,"Summer","Helsinki","Rowing","Rowing Men's Coxed Eights",NA
"135045","Rbert Zimonyi","M",46,170,52,"United States","USA","1964 Summer",1964,"Summer","Tokyo","Rowing","Rowing Men's Coxed Eights","Gold"
"135046","Valerie Le Zimring (-Schneiderman)","F",19,162,51,"United States","USA","1984 Summer",1984,"Summer","Los Angeles","Rhythmic Gymnastics","Rhythmic Gymnastics Women's Individual",NA
"135047","Nikolay Semyonovich Zimyatov","M",24,183,68,"Soviet Union","URS","1980 Winter",1980,"Winter","Lake Placid","Cross Country Skiing","Cross Country Skiing Men's 15 kilometres",NA
"135047","Nikolay Semyonovich Zimyatov","M",24,183,68,"Soviet Union","URS","1980 Winter",1980,"Winter","Lake Placid","Cross Country Skiing","Cross Country Skiing Men's 30 kilometres","Gold"
"135047","Nikolay Semyonovich Zimyatov","M",24,183,68,"Soviet Union","URS","1980 Winter",1980,"Winter","Lake Placid","Cross Country Skiing","Cross Country Skiing Men's 50 kilometres","Gold"
"135047","Nikolay Semyonovich Zimyatov","M",24,183,68,"Soviet Union","URS","1980 Winter",1980,"Winter","Lake Placid","Cross Country Skiing","Cross Country Skiing Men's 4 x 10 kilometres Relay","Gold"
"135047","Nikolay Semyonovich Zimyatov","M",28,183,68,"Soviet Union","URS","1984 Winter",1984,"Winter","Sarajevo","Cross Country Skiing","Cross Country Skiing Men's 15 kilometres",NA
"135047","Nikolay Semyonovich Zimyatov","M",28,183,68,"Soviet Union","URS","1984 Winter",1984,"Winter","Sarajevo","Cross Country Skiing","Cross Country Skiing Men's 30 kilometres","Gold"
"135047","Nikolay Semyonovich Zimyatov","M",28,183,68,"Soviet Union","URS","1984 Winter",1984,"Winter","Sarajevo","Cross Country Skiing","Cross Country Skiing Men's 50 kilometres",NA
"135047","Nikolay Semyonovich Zimyatov","M",28,183,68,"Soviet Union","URS","1984 Winter",1984,"Winter","Sarajevo","Cross Country Skiing","Cross Country Skiing Men's 4 x 10 kilometres Relay","Silver"
"135048","Zin Kyaw","M",19,153,77,"Myanmar","MYA","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 50 metres Freestyle",NA
"135049","Zin Latt Shwe","F",22,160,60,"Myanmar","MYA","2008 Summer",2008,"Summer","Beijing","Rowing","Rowing Women's Single Sculls",NA
"135049","Zin Latt Shwe","F",26,160,60,"Myanmar","MYA","2012 Summer",2012,"Summer","London","Rowing","Rowing Women's Single Sculls",NA
"135050","Raya Zin Aldden","F",24,176,65,"Syria","SYR","2012 Summer",2012,"Summer","London","Shooting","Shooting Women's Air Rifle, 10 metres",NA
"135051","Duan Zinaja","M",30,NA,NA,"Yugoslavia","YUG","1924 Winter",1924,"Winter","Chamonix","Cross Country Skiing","Cross Country Skiing Men's 18 kilometres",NA
"135051","Duan Zinaja","M",30,NA,NA,"Yugoslavia","YUG","1924 Winter",1924,"Winter","Chamonix","Cross Country Skiing","Cross Country Skiing Men's 50 kilometres",NA
"135052","Andrea Zinali","M",26,170,71,"Italy","ITA","1996 Summer",1996,"Summer","Atlanta","Sailing","Sailing Men's Windsurfer",NA
"135053","Luciano Zinali","M",29,176,85,"Italy","ITA","1972 Summer",1972,"Summer","Munich","Sailing","Sailing Mixed Two Person Heavyweight Dinghy",NA
"135053","Luciano Zinali","M",32,176,85,"Italy","ITA","1976 Summer",1976,"Summer","Montreal","Sailing","Sailing Mixed Two Person Heavyweight Dinghy",NA
"135054","Volodymyr Zinchenko","M",32,192,130,"Unified Team","EUN","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Men's Discus Throw",NA
"135055","Petra Zindler (-Reinwald)","F",18,169,54,"West Germany","FRG","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Women's 200 metres Butterfly",NA
"135055","Petra Zindler (-Reinwald)","F",18,169,54,"West Germany","FRG","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Women's 200 metres Individual Medley",NA
"135055","Petra Zindler (-Reinwald)","F",18,169,54,"West Germany","FRG","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Women's 400 metres Individual Medley","Bronze"
"135056","Oleksandr Borysovych Zinenko","M",21,184,85,"Ukraine","UKR","2000 Summer",2000,"Summer","Sydney","Shooting","Shooting Men's Running Target, 10 metres",NA
"135057","Aidan Zingel","M",21,207,100,"Australia","AUS","2012 Summer",2012,"Summer","London","Volleyball","Volleyball Men's Volleyball",NA
"135058","Viktor Aleksandrovich Zinger","M",26,172,70,"Soviet Union","URS","1968 Winter",1968,"Winter","Grenoble","Ice Hockey","Ice Hockey Men's Ice Hockey","Gold"
"135059","Andreas Zingerle","M",22,169,67,"Italy","ITA","1984 Winter",1984,"Winter","Sarajevo","Biathlon","Biathlon Men's 10 kilometres Sprint",NA
"135059","Andreas Zingerle","M",22,169,67,"Italy","ITA","1984 Winter",1984,"Winter","Sarajevo","Biathlon","Biathlon Men's 20 kilometres",NA
"135059","Andreas Zingerle","M",22,169,67,"Italy","ITA","1984 Winter",1984,"Winter","Sarajevo","Biathlon","Biathlon Men's 4 x 7.5 kilometres Relay",NA
"135059","Andreas Zingerle","M",26,169,67,"Italy","ITA","1988 Winter",1988,"Winter","Calgary","Biathlon","Biathlon Men's 10 kilometres Sprint",NA
"135059","Andreas Zingerle","M",26,169,67,"Italy","ITA","1988 Winter",1988,"Winter","Calgary","Biathlon","Biathlon Men's 20 kilometres",NA
"135059","Andreas Zingerle","M",26,169,67,"Italy","ITA","1988 Winter",1988,"Winter","Calgary","Biathlon","Biathlon Men's 4 x 7.5 kilometres Relay","Bronze"
"135059","Andreas Zingerle","M",30,169,67,"Italy","ITA","1992 Winter",1992,"Winter","Albertville","Biathlon","Biathlon Men's 10 kilometres Sprint",NA
"135059","Andreas Zingerle","M",30,169,67,"Italy","ITA","1992 Winter",1992,"Winter","Albertville","Biathlon","Biathlon Men's 20 kilometres",NA
"135059","Andreas Zingerle","M",30,169,67,"Italy","ITA","1992 Winter",1992,"Winter","Albertville","Biathlon","Biathlon Men's 4 x 7.5 kilometres Relay",NA
"135059","Andreas Zingerle","M",32,169,67,"Italy","ITA","1994 Winter",1994,"Winter","Lillehammer","Biathlon","Biathlon Men's 10 kilometres Sprint",NA
"135059","Andreas Zingerle","M",32,169,67,"Italy","ITA","1994 Winter",1994,"Winter","Lillehammer","Biathlon","Biathlon Men's 20 kilometres",NA
"135059","Andreas Zingerle","M",32,169,67,"Italy","ITA","1994 Winter",1994,"Winter","Lillehammer","Biathlon","Biathlon Men's 4 x 7.5 kilometres Relay",NA
"135060","Monika Zingg","F",20,168,56,"Switzerland","SUI","1964 Winter",1964,"Winter","Innsbruck","Figure Skating","Figure Skating Women's Singles",NA
"135061","Gabriela ""Gabi"" Zingre (-Graf)","F",23,NA,NA,"Switzerland","SUI","1994 Winter",1994,"Winter","Lillehammer","Alpine Skiing","Alpine Skiing Women's Slalom",NA
"135062","Antonio Lus ""Zinha"" Naelson Matas","M",28,163,66,"Mexico","MEX","2004 Summer",2004,"Summer","Athina","Football","Football Men's Football",NA
"135063","Tamer Hamed Ali Zinhom Muhammad","M",22,190,80,"Egypt","EGY","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 50 metres Freestyle",NA
"135063","Tamer Hamed Ali Zinhom Muhammad","M",22,190,80,"Egypt","EGY","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 100 metres Freestyle",NA
"135063","Tamer Hamed Ali Zinhom Muhammad","M",22,190,80,"Egypt","EGY","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 100 metres Butterfly",NA
"135063","Tamer Hamed Ali Zinhom Muhammad","M",26,190,80,"Egypt","EGY","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 50 metres Freestyle",NA
"135063","Tamer Hamed Ali Zinhom Muhammad","M",26,190,80,"Egypt","EGY","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 100 metres Freestyle",NA
"135064","Daniela Zini","F",20,160,50,"Italy","ITA","1980 Winter",1980,"Winter","Lake Placid","Alpine Skiing","Alpine Skiing Women's Giant Slalom",NA
"135064","Daniela Zini","F",20,160,50,"Italy","ITA","1980 Winter",1980,"Winter","Lake Placid","Alpine Skiing","Alpine Skiing Women's Slalom",NA
"135064","Daniela Zini","F",24,160,50,"Italy","ITA","1984 Winter",1984,"Winter","Sarajevo","Alpine Skiing","Alpine Skiing Women's Giant Slalom",NA
"135064","Daniela Zini","F",24,160,50,"Italy","ITA","1984 Winter",1984,"Winter","Sarajevo","Alpine Skiing","Alpine Skiing Women's Slalom",NA
"135065","Giorgio Zini","M",24,177,73,"Italy","ITA","1992 Winter",1992,"Winter","Albertville","Freestyle Skiing","Freestyle Skiing Men's Moguls",NA
"135066","Katia Zini","F",20,164,57,"Italy","ITA","2002 Winter",2002,"Winter","Salt Lake City","Short Track Speed Skating","Short Track Speed Skating Women's 1,000 metres",NA
"135066","Katia Zini","F",20,164,57,"Italy","ITA","2002 Winter",2002,"Winter","Salt Lake City","Short Track Speed Skating","Short Track Speed Skating Women's 1,500 metres",NA
"135066","Katia Zini","F",20,164,57,"Italy","ITA","2002 Winter",2002,"Winter","Salt Lake City","Short Track Speed Skating","Short Track Speed Skating Women's 3,000 metres Relay",NA
"135066","Katia Zini","F",24,164,57,"Italy","ITA","2006 Winter",2006,"Winter","Torino","Short Track Speed Skating","Short Track Speed Skating Women's 1,500 metres",NA
"135066","Katia Zini","F",24,164,57,"Italy","ITA","2006 Winter",2006,"Winter","Torino","Short Track Speed Skating","Short Track Speed Skating Women's 3,000 metres Relay","Bronze"
"135066","Katia Zini","F",28,164,57,"Italy","ITA","2010 Winter",2010,"Winter","Vancouver","Short Track Speed Skating","Short Track Speed Skating Women's 1,500 metres",NA
"135066","Katia Zini","F",28,164,57,"Italy","ITA","2010 Winter",2010,"Winter","Vancouver","Short Track Speed Skating","Short Track Speed Skating Women's 3,000 metres Relay",NA
"135067","Mara Zini","F",22,169,53,"Italy","ITA","2002 Winter",2002,"Winter","Salt Lake City","Short Track Speed Skating","Short Track Speed Skating Women's 500 metres",NA
